row_id,date,customer_request,agent_reply,intent_truth,intent,confidence
416,2024-08-01,Unsere FSL-300 ist im Stillstand. Wir brauchen die Steuerungseinheit. Was kostet die und wann ist die da?,"Guten Tag, vielen Dank für Ihre Anfrage. Um Ihnen ein präzises Angebot sowie die Lieferzeit für die Steuerungseinheit der FSL-300 nennen zu können, benötigen wir bitte die Seriennummer der Maschine sowie die Versionsnummer der installierten Software. Diese Informationen finden Sie auf dem Typenschild oder im Handbuch im Downloadbereich.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
417,2024-08-01,"Fehler bei SNU-200, Spindel meldet Problem. Was ist zu tun?","Guten Tag. Bitte nennen Sie uns zur Identifikation der Maschine die Seriennummer der SNU-200 sowie den genauen Fehlercode. Wir empfehlen, zunächst die Spindel auf mechanische Blockaden zu prüfen und die Schmierintervalle gemäß der Dokumentation im Downloadbereich zu kontrollieren.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
418,2024-08-01,"Schulung SCS-100, Software v3.1. Bitte Angebot.","Guten Tag, vielen Dank für die Details. Wir erstellen Ihnen gerne ein Angebot für eine Schulung der SCS-100 bezüglich der Softwareversion 3.1. Bitte ergänzen Sie Ihre Anfrage noch um die Seriennummer der Maschine und die Anzahl der gewünschten Teilnehmer.",Schulung,Schulung,1
419,2024-08-01,Wir haben unsere Firmierung geändert. Die Rechnungsanschrift muss nun auf 'Müller Metallbau GmbH' statt 'Müller & Söhne' lauten. Bitte um Bestätigung.,Guten Tag. Wir führen die Änderung gerne durch. Bitte senden Sie uns zur Verifizierung noch die neue vollständige Anschrift sowie Ihre Kundennummer zu.,Sonstiges,Sonstiges,1
420,2024-08-02,Haben Sie Sensoren für die SNU-200 da? Irgendwas mit 55-B. Brauche schnell Quote.,"Guten Tag, um Ihnen ein korrektes Angebot erstellen zu können, benötigen wir eine präzisere Angabe zum Sensor. Bitte prüfen Sie die Artikelnummer auf dem Bauteil oder geben Sie uns die vollständige Seriennummer der SNU-200 an. Sobald uns diese Informationen vorliegen, lassen wir Ihnen die Quote zukommen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
421,2024-08-02,Dringend! Unsere CNCF-500 hat eine Übertemperatur-Meldung im Bereich der Hydraulik. Die Produktion steht komplett still! Hilfe!,"Guten Tag. Bitte schalten Sie die Maschine zur Sicherheit sofort ab und lassen Sie das System abkühlen. Prüfen Sie in der Zwischenzeit, ob der externe Kühlkreislauf ordnungsgemäß arbeitet. Bitte senden Sie uns für die weitere Bearbeitung die Seriennummer der CNCF-500 und die genaue Fehlermeldung inklusive Fehlercode zu.",Technische Fehlermeldung,Technische Fehlermeldung,1
422,2024-08-02,Software-Aktivierung schlägt fehl. DM-500. Was tun?,"Guten Tag. Um Ihnen gezielt helfen zu können, benötigen wir weitere Details: Welche Fehlermeldung erscheint genau? Bitte nennen Sie uns zudem die installierte Softwareversion und die Seriennummer Ihrer DM-500.",Lizenzaktivierung,Software-Problem,1
423,2024-08-05,"Sehr geehrte Damen und Herren, bezüglich unserer Bestellung der CNCF-500 (Art-Nr: 445-00-22) haben wir bisher keine Versandmitteilung erhalten. Können Sie den Status bitte verifizieren?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Ich habe die Artikelnummer 445-00-22 geprüft. Die Maschine ist bereits für den Versand vorbereitet und wird morgen früh durch unseren Logistikpartner abgeholt. Die Versandbestätigung wird Ihnen automatisch per E-Mail zugestellt, sobald das Paket das Werk verlässt.",Lieferstatus,Lieferstatus,1
424,2024-08-05,"Guten Tag, ich möchte gerne ein Angebot für ein Set Dichtungen für die SCS-100 anfordern. Bitte um Zusendung der Unterlagen per Mail.","Guten Tag, vielen Dank für Ihre Anfrage. Damit wir Ihnen das korrekte Dichtungssatz-Angebot für die SCS-100 erstellen können, benötigen wir bitte die Seriennummer Ihrer Maschine. Sobald uns diese vorliegt, senden wir Ihnen die gewünschten Unterlagen zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
425,2024-08-06,Fehler 099 bei HP-150. Was bedeutet das?,"Guten Tag. Der Fehlercode 099 bezieht sich auf eine Unregelmäßigkeit im hydraulischen Drucksystem. Bitte prüfen Sie die Zuleitungen auf Blockaden. Um Ihnen die exakte Fehlerbeschreibung und Lösungsschritte zuzusenden, benötigen wir die Seriennummer Ihrer HP-150.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
426,2024-08-06,"Sehr geehrte Damen und Herren, wir haben seit heute Morgen massive Probleme mit unserer Software auf der CNCF-500. Jedes Mal, wenn wir versuchen, eine DXF-Datei zu laden, friert das gesamte System ein und wir müssen die Maschine neu starten. Können Sie uns hier zeitnah helfen?","Guten Tag. Dass der Importprozess zu einem Systemstillstand führt, ist ärgerlich. Um die Ursache einzugrenzen, benötigen wir bitte die genaue Softwareversion, die auf Ihrer CNCF-500 installiert ist, sowie die exakte Dateigröße der betroffenen DXF-Datei. Bitte prüfen Sie vorab, ob der Fehler auch bei anderen DXF-Dateien auftritt, um einen Defekt der Datei auszuschließen.",Software-Problem,Software-Problem,1
427,2024-08-07,"Können Sie mir sagen, ob die HP-150 auch mit Softwareversion 4.2 kompatibel ist? Keine Info im Handbuch gefunden.","Guten Tag, die Kompatibilität der HP-150 mit der Softwareversion 4.2 prüfen wir gerne für Sie. Um eine präzise Auskunft zu geben, benötigen wir bitte die genaue Seriennummer Ihrer Maschine. Wir melden uns umgehend mit den technischen Details bei Ihnen.",Sonstiges,Sonstiges,0.9
428,2024-08-08,"Guten Tag, wir haben die SCS-100 bestellt, aber bisher gar nichts gehört. Keine Mail, kein Tracking, nichts. Bitte um Rückmeldung.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Es tut mir leid, dass Sie bisher keine Informationen zum Versandstatus Ihrer SCS-100 erhalten haben. Ich werde den Versandstatus umgehend prüfen. Bitte nennen Sie mir hierfür Ihre Bestellnummer, damit ich den Vorgang direkt im System aufrufen kann.",Lieferstatus,Lieferstatus,1
429,2024-08-08,HP-150 Sensor geht nicht. Fehlermeldung 102. Seriennr 992831.,"Guten Tag, danke für die Angaben. Fehler 102 deutet bei der HP-150 oft auf einen Kommunikationsfehler zwischen Sensor und Steuerung hin. Bitte prüfen Sie die Steckverbindungen des Sensors auf festen Sitz und Korrosion. Sollte der Fehler bestehen bleiben, benötigen wir ein Foto der Verkabelung.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
430,2024-08-08,Wir brauchen dringend das Werkzeug für die Wartung der CNCF-500. Haben Sie das auf Lager? Artikelnummer ist unbekannt.,"Guten Tag. Um Ihnen die korrekten Werkzeuge anbieten zu können, benötigen wir zwingend die Seriennummer Ihrer CNCF-500. Da die Werkzeugsets je nach Baujahr variieren können, können wir ohne diese Information keine genaue Auskunft über die Verfügbarkeit geben.",Wartung,Ersatzteil-Anfrage,0.8
431,2024-08-08,"Guten Tag, wir haben Probleme mit der neuen Lizenzierung für unseren FSL-300 (Bestell-Nr. ENDI-99283). Seit dem letzten Update lässt sich die Software nicht mehr freischalten. Der Key scheint nicht zu funktionieren. Können Sie das bitte prüfen? Besten Dank.","Guten Tag, vielen Dank für Ihre Meldung. Wir haben den Vorgang zur Lizenzumstellung für die FSL-300 aufgenommen. Damit wir den Fehler eingrenzen können, führen Sie bitte vorab folgende Schritte durch: 1. Prüfen Sie, ob keine Leerzeichen vor oder nach dem Code eingegeben wurden, 2. Stellen Sie sicher, dass die Maschine eine aktive Internetverbindung für den Abgleich mit unserem Server hat. Sollte das Problem weiterhin bestehen, lassen Sie uns bitte die genaue Fehlermeldung sowie die installierte Softwareversion zukommen.",Lizenzaktivierung,Software-Problem,1
432,2024-08-09,"Guten Tag, ich habe eine Frage zur Kompatibilität. Wir nutzen aktuell die Version 4.2 auf dem SNU-200. Gibt es für dieses Modell bereits ein Update, das die Stabilität beim Dateieimport verbessert? Die aktuelle Version ist sehr instabil.","Guten Tag. Vielen Dank für Ihre Anfrage. Wir prüfen gerne, welche verfügbaren Versionen für Ihr Modell SNU-200 vorliegen. Bitte lassen Sie uns zur Verifizierung noch die vollständige Seriennummer der Maschine zukommen. Wir empfehlen generell, regelmäßig die Updates im Downloadbereich unserer Website zu prüfen.",Software-Problem,Software-Problem,0.9
433,2024-08-10,"Wir haben die Maschine (Modell SNU-200) bestellt, aber der LKW ist nicht aufgefahren. Wo bleibt die Ware?","Guten Tag. Es tut uns leid zu hören, dass die Lieferung der SNU-200 nicht wie geplant erfolgt ist. Bitte nennen Sie uns Ihre Bestellnummer, damit wir den Verbleib der Ware und den Status der Spedition prüfen können.",Lieferstatus,Lieferstatus,1
434,2024-08-10,Brauche Angebot für DM-500 Teile. Also Sensoren und so. Bitte schnell!,"Guten Tag, gerne erstellen wir Ihnen ein Angebot für die benötigten Sensoren Ihrer DM-500. Damit wir die korrekten Komponenten auswählen können, bitten wir Sie um die Seriennummer der Maschine sowie eine Liste der benötigten Sensortypen oder Artikelnummern. Wir bearbeiten Ihre Anfrage nach Erhalt der Daten schnellstmöglich.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
435,2024-08-10,"Guten Tag, ich würde gerne ein Angebot für folgende Teile anfordern: 1x Lagerring HP-150 (Art. Nr. 55-001) und 1x Schmierstofffilter (Art. Nr. 12-99).","Guten Tag, vielen Dank für Ihre Anfrage. Wir erstellen Ihnen gerne ein Angebot für den Lagerring sowie den Schmierstofffilter. Bitte geben Sie uns noch die Seriennummer Ihrer HP-150 an, damit wir sicherstellen können, dass die Teile zur aktuellen Maschinenkonfiguration passen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
436,2024-08-10,"SCS-100 Spindel läuft unruhig, Warnung erscheint. Seriennummer unbekannt, Modell SCS-100.","Guten Tag. Um Ihnen weiterhelfen zu können, ist die Angabe der Seriennummer zwingend erforderlich, da die Wartungshistorie und die Konfiguration davon abhängen. Bitte suchen Sie das Typenschild an der Maschine auf. Sobald uns diese vorliegt, können wir den Fehler mit der Spindel untersuchen.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
437,2024-08-11,Wann kommt die CNCF-500? Bestellnr 900212. Keine Info!,"Guten Tag, vielen Dank für Ihre Nachricht. Wir haben den Status der Bestellung 900212 geprüft. Die CNCF-500 ist bereits auf dem Transportweg. Die Anlieferung wird voraussichtlich innerhalb der nächsten zwei Werktage erfolgen.",Lieferstatus,Lieferstatus,1
438,2024-08-12,"Hallo, ich habe am 12.03. die FSL-300 bestellt (Art-Nr: 99-821-X). Leider ist bisher nichts angekommen und ich habe auch keine Versandbestätigung erhalten. Können Sie bitte prüfen, ob das Paket schon unterwegs ist?","Guten Tag, vielen Dank für Ihre Anfrage. Ich habe den Vorgang zur Artikelnummer 99-821-X geprüft. Die Maschine befindet sich aktuell noch in der Endmontage und wird voraussichtlich in den nächsten drei Werktagen für den Versand vorbereitet. Sie erhalten automatisch eine E-Mail, sobald das Frachtgut unser Werk verlässt.",Lieferstatus,Lieferstatus,1
439,2024-08-12,Ersatzteil für HP-150 gesucht. Welche Infos brauchen Sie von mir?,"Guten Tag, um Ihnen effizient weiterhelfen zu können, benötigen wir bitte folgende Informationen: 1. Die Seriennummer der HP-150, 2. Die genaue Bezeichnung oder Artikelnummer des Ersatzteils sowie 3. Idealerweise ein Foto des Defekts oder des Typenschilds. Sobald uns diese Daten vorliegen, erstellen wir Ihnen gerne ein Angebot.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
440,2024-08-12,"Können Sie mir sagen, ob das Teil 55-B für die CNCF-500 lieferbar ist? Wir brauchen es dringend für die Produktion.","Guten Tag. Wir verstehen, dass die Verfügbarkeit für Ihren Produktionsablauf kritisch ist. Um das Teil 55-B eindeutig Ihrer Maschine zuordnen zu können, benötigen wir bitte die Seriennummer Ihrer CNCF-500. Sobald uns diese vorliegt, prüfen wir den Bestand und melden uns sofort mit einer Auskunft zu Preis und Lieferzeit bei Ihnen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
441,2024-08-12,"Die Software auf unserer DM-500 ist total instabil seit dem letzten Mal, als wir was geändert haben. DXF laden geht gar nicht mehr, alles bricht ab. Was ist da los?","Guten Tag, bitte teilen Sie uns mit, welche Änderungen (z.B. Installation weiterer Software oder Hardware-Komponenten) vorgenommen wurden. Wir benötigen zudem die aktuelle Versionsnummer Ihrer DM-500-Steuerung, um eine Inkompatibilität auszuschließen.",Software-Problem,Software-Problem,1
442,2024-08-13,"Sehr geehrte Damen und Herren, leider ist die für letzte Woche angekündigte Lieferung der DM-500 (Bestellung: 440921) bisher nicht bei uns eingetroffen. Wir benötigen dringend eine Rückmeldung zum Versandstatus.","Guten Tag. Wir entschuldigen uns für die entstandene Verzögerung der DM-500 aus der Bestellung 440921. Wir klären derzeit mit dem Logistikpartner, wo sich die Sendung befindet, und werden Sie zeitnah über den aktuellen Standort informieren.",Lieferstatus,Lieferstatus,1
443,2024-08-13,"Guten Tag, für unsere CNCF-500 benötigen wir kurzfristig eine neue Dichtung für die Hydraulikleitung (Art-Nr. 882-B). Ist das Teil aktuell auf Lager?","Guten Tag, vielen Dank für Ihre Nachricht. Wir prüfen umgehend die Lagerbestände der Dichtung mit der Artikelnummer 882-B für die CNCF-500. Wir melden uns innerhalb der nächsten Stunde mit einer Auskunft zur Verfügbarkeit und der voraussichtlichen Lieferzeit bei Ihnen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
444,2024-08-13,Schulung für FSL-300 gesucht. Was kostet das?,"Hallo. Die Kosten für eine Schulung an der FSL-300 hängen von der Dauer und dem Ort des Trainings ab. Bitte nennen Sie uns die Seriennummer der Maschine und geben Sie an, ob das Training bei Ihnen im Haus oder in unserem Zentrum stattfinden soll, damit wir Ihnen ein Angebot erstellen können.",Schulung,Schulung,1
445,2024-08-14,Lieferstatus SNU-200? Danke.,"Guten Tag. Damit wir Ihnen Informationen zum Status der SNU-200 geben können, benötigen wir bitte Ihre Bestellnummer oder die zugehörige Auftragsnummer. Vielen Dank für Ihre Mithilfe.",Lieferstatus,Lieferstatus,1
446,2024-08-14,"Können Sie mir sagen, wie lange die Lieferung für das Ersatzteil ART-112 (für DM-500) dauert? Wir brauchen es so schnell wie möglich.","Guten Tag, gerne prüfen wir die aktuelle Lieferzeit für den Artikel ART-112. Bitte lassen Sie uns hierfür die Seriennummer Ihrer DM-500 zukommen, damit wir die Kompatibilität und die logistische Abwicklung prüfen können.",Ersatzteil-Anfrage,Lieferstatus,0.9
447,2024-08-14,Kann man die Aktivierung der DM-500 nicht irgendwie überspringen? Der Key wird ständig abgelehnt.,"Guten Tag. Eine Umgehung der Lizenzprüfung ist technisch nicht möglich. Damit wir den Fehler bei Ihrer DM-500 beheben können, prüfen Sie bitte zuerst, ob die Internetverbindung zum Aktivierungsserver stabil ist. Sollte das Problem bestehen bleiben, lassen Sie uns bitte die Lizenznummer und die Seriennummer der Maschine zukommen.",Lizenzaktivierung,Software-Problem,0.9
448,2024-08-14,Lizenz geht nicht bei FSL-300. Code wird als ungültig angezeigt. Bitte um Rückmeldung.,"Guten Tag. Vielen Dank für Ihre Nachricht. Damit wir das Problem mit der FSL-300 lösen können, senden Sie uns bitte Ihren Aktivierungscode sowie die entsprechende Bestellnummer zu. Wir werden den Code dann gegen unsere Datenbank prüfen.",Lizenzaktivierung,Software-Problem,1
449,2024-08-15,"Sehr geehrte Damen und Herren, bezüglich unserer Bestellung der DM-500 (Bestellnummer: ENDI-7765) bitte ich um Mitteilung, wann mit der Anlieferung zu rechnen ist. Eine Versandbestätigung steht noch aus.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Die DM-500 aus der Bestellung ENDI-7765 wurde heute Morgen für den Versand freigegeben. Die Versandbestätigung inklusive der Lieferdokumente wird Ihnen im Laufe des heutigen Tages per E-Mail zugehen.",Lieferstatus,Lieferstatus,1
450,2024-08-15,SCS-100 zeigt Fehlercode E-402 an. Was bedeutet das?,Guten Tag. Der Fehlercode E-402 bezieht sich bei der SCS-100 auf eine Unregelmäßigkeit im Spindeldrehzahlbereich. Bitte geben Sie uns zur weiteren Unterstützung die Seriennummer Ihres Geräts an. Wir empfehlen zudem einen Abgleich der Parameter mit der Anleitung im Downloadbereich.,Technische Fehlermeldung,Technische Fehlermeldung,1
451,2024-08-16,"Ändert Rechnungsadr. Neu: Logistikzentrum Nord, 22301 Hamburg. Betrifft alle laufenden Aufträge.",Hallo. Wir haben Ihren Änderungswunsch notiert. Bitte lassen Sie uns zur eindeutigen Zuordnung noch Ihre Kundennummer oder eine aktuelle Bestellnummer zukommen.,Sonstiges,Sonstiges,1
452,2024-08-17,DXF Import Fehler. HP-150. Hilfe benötigt.,"Guten Tag. Damit wir Ihnen bei der HP-150 helfen können, benötigen wir bitte mehr Details. Bitte nennen Sie uns die Seriennummer der Maschine, die installierte Softwareversion und beschreiben Sie kurz, ob eine Fehlermeldung erscheint oder das Programm einfach ohne Meldung schließt.",Software-Problem,Software-Problem,0.9
453,2024-08-17,Fehler beim Import von DXF-Dateien in die SCS-100. Die Software zeigt 'Unexpected Error' und schließt sich. Artikelnr 88-234.,"Hallo, vielen Dank für die Information. 'Unexpected Error' kann verschiedene Ursachen haben. Bitte prüfen Sie, ob die DXF-Datei Sonderzeichen in den Layer-Namen enthält. Senden Sie uns bitte zusätzlich die Seriennummer der SCS-100 und die installierte Softwareversion zu.",Software-Problem,Software-Problem,1
454,2024-08-19,"Moin, kurze Frage: Ist die CNCF-500 schon unterwegs? Hab bisher keine Bestätigung erhalten. Danke.","Guten Tag. Gerne schauen wir nach, ob die CNCF-500 bereits unser Lager verlassen hat. Bitte lassen Sie uns hierfür Ihre Bestellnummer zukommen, damit wir den Status direkt im System aufrufen können.",Lieferstatus,Lieferstatus,1
